"p",98.32009908,71.341957383,-35.1411013366,-40.1983289951,-19.3046928041,3.55583792274,0.4314152819,-3.97730826295,1.78249527328,1.79074902804,3.09306541143,2.96159470948,-1.68012932057,0.188054934786,-1.95838263489,0.880220497721,-3.95202812987,0.150506321835,4.91994593134,3.32450419266
"h",29.7570554068,-7.03510888587,-31.3359664267,27.5143260032,29.2805454369,-12.7709605934,-0.835674878996,-5.93693163142,-1.92427954955,-6.70819890362,-7.31842199529,4.43420972226,6.10495570414,1.14880963666,-9.14661442819,20.040368145,8.62694185194,-8.42371442362,2.56760792665,6.91976129874
"p",56.9980127131,-49.4285486868,7.379383143,-1.96728463651,-9.23738303288,9.6391733768,-5.84409503958,3.42123356733,-16.3220380073,-1.21966536375,0.317996789165,-6.52759980708,4.59474715481,9.35862221258,-4.61476566003,-1.49218340654,-3.07084645309,4.60126334458,-2.27044161661,1.99460734428
"h",-15.3058644507,28.2302199058,51.989935788,6.87756332984,-17.4626924214,27.1149323723,-14.3513816133,-25.2139321932,11.9013075285,8.52304531869,-0.53394097007,0.713404410274,2.4078893571,4.51163406642,1.90577158866,0.836478823591,5.08782972391,-3.97044617762,2.98163192387,3.7454243357
"p",63.2208572038,-29.6642535877,7.27320782843,3.1847985576,-6.44233969339,5.63965708059,5.3684423037,6.29285132687,7.95333134332,-12.0736512075,-1.21153981316,-11.2301364826,-9.30926713931,-0.301133623053,-4.82746100055,-2.2957054363,6.12645378721,-5.40223276083,-14.2146006464,-1.51245837843
"p",-30.0025330945,-30.0444305374,-12.1630006595,-42.1432213569,-14.3185086025,11.3191937723,14.6978492781,11.7620771908,12.2145722882,19.7548850223,-13.5264256286,4.71736487758,9.7011661214,4.66158725826,-9.01273587909,3.00455722522,-6.41293271708,-0.0563370293316,-4.76595977129,-7.11752321779
"p",32.2757090906,-40.2151084668,-14.6544638073,-1.72835744371,-15.0364168772,20.9559471903,-4.87825302382,4.34226338891,-12.2520456434,-10.6177580399,-2.66336792563,-7.44953394028,-6.56240811388,-4.03531442836,5.98645422229,-2.93467471899,-0.803644174368,-1.49286518468,7.37521130053,9.61657629349
"p",-35.1354833982,-40.1498263235,-28.5832445784,-36.2212722279,-14.6022907838,5.1540168642,13.9621449038,6.8321998931,4.44709049813,12.9213679672,-12.0134231841,6.83204003601,5.67512624004,5.5695137682,-11.6313176948,-0.273858408534,-7.1814495183,-1.01152259817,0.398989328316,-8.33939433301
"p",-73.3601684017,-21.2141605188,-64.2091837098,-9.54608510293,8.1703042837,-9.11163262955,21.9746284009,-3.05506994486,-12.0720301151,4.58561012418,-2.41061881285,-11.4517056749,-6.67979805261,-20.979940192,3.9036269778,8.39134015849,-4.07081182849,-4.07694817608,-0.418235347418,-8.68930899154
"h",-94.4318095878,33.1007289416,7.49141151355,-36.7998878838,15.0264210478,0.594313215917,-10.2893684445,-4.430367143,-14.876037421,-9.74675498151,5.74159682137,-3.19083866017,6.07514409502,-9.95339614809,-7.37015228161,16.0442305819,-13.3482509838,9.15302814417,-6.67172927241,-0.566559420004
"h",-72.837083882,37.7018541602,37.3768236461,-34.6207264761,12.774727139,1.21907336752,-8.75015469515,-3.56462334862,-8.06220037335,-0.619400542637,-1.58130227701,-3.3562383711,-0.940804280621,-3.43582081285,-1.49624725742,-1.32928001358,1.86301261232,-3.08234409118,4.97762562323,5.25101371722
"p",2.00659296189,-45.6370269263,6.06135135584,-4.95199722356,-0.931495952323,-11.8216947845,7.38438636087,-4.57307063625,-1.73232255532,-7.50742724299,10.5478895547,9.96105167134,2.56800334759,-6.55613512676,0.27487285142,-2.0338656226,2.4146784903,-5.89115145817,9.37859225978,4.04266650636
"p",-1.35461339462,-48.5506783853,-6.09480099226,-4.2109201354,-2.761311384,-15.885958861,11.7630046918,-3.05769624045,-5.48836045585,7.26742231674,-1.3636781554,7.79887337904,10.473165308,5.51366835767,10.7996537366,-6.6149997195,5.06217025168,-3.64720617546,-3.74161282713,3.620389773
"h",-32.1312177921,11.0437440382,0.390137789533,47.7178085436,-22.6921108979,1.50738539197,-29.4570510758,9.99158718201,6.83953059894,0.907031781579,7.04985121483,4.6290781278,0.315758420216,3.54421408879,-3.98453624797,3.04901722614,-6.88315523967,-12.9453707676,8.3868159384,10.77810267
"h",-125.022079372,1.10055238625,-28.3851149022,11.6073693208,-11.7257179272,-5.81084006394,-8.30575401717,-3.88746773969,-10.5635465542,16.5777939606,3.80792628118,-7.07478173495,-0.0990951466628,-6.51926606252,-3.38688147152,-6.23110907812,7.88991364895,-1.84194921371,6.56797041088,0.237712119246
"h",-5.79125398356,15.0730108752,-8.54902225388,33.8234310953,-0.765597818474,-2.78306112796,-25.8128187168,14.554840759,-29.1706570407,-22.6308673948,33.8276870551,2.27856819834,1.80533979786,13.2307522277,14.4732623037,6.34390844753,-24.3728038673,-5.78382698882,-5.30560342242,-2.43893906219
"p",70.8384842782,-30.9738034888,3.71945310298,-4.16164656415,-4.6747511047,3.45335602495,2.48792546495,9.83221460211,9.04928452304,-7.38220959941,1.86463737513,-12.4911150936,-9.20750518376,-2.51407587305,2.24800183134,-3.80287286384,8.58479444595,-0.993828602154,-12.9134045389,-6.03734249119
"p",-44.7132039107,-19.8189391241,-47.0127445911,-7.9544689109,5.49413800016,12.0409866796,10.7495202315,28.2603263453,36.7708628987,16.0141342347,-7.65871886873,5.46797040179,-3.68074572281,-7.48460021428,-0.410118738753,2.33757564987,-7.86662962998,4.47538957569,-1.45258206082,0.414418765908
"p",-35.6985485482,-31.7658708255,-0.495354545981,-43.6989867768,-14.0310745315,8.29911785841,2.72926091541,13.072514786,1.86147117289,18.5849666174,13.0867293618,-3.10469065447,10.1606019405,-4.63127598034,8.89678704169,12.6772576112,4.26606152826,-1.62913612708,-4.49119516278,8.88922591861
"h",-74.6846282071,12.7239418407,12.9881820383,6.55815553626,10.2659725781,11.6292209191,22.9790806001,-31.7962361077,3.00813319677,18.9768502793,0.70813108472,-11.8696066063,-13.2550582032,-13.3341575851,-4.81069913154,-4.89474585657,-6.282948303,3.91036991685,-6.00104815415,7.50464162071
"h",81.2300368608,-5.12975663057,-31.0135436757,15.9355335465,63.7350580263,-4.90094721957,-9.60372948403,-13.2988307379,4.78566749173,1.4035483179,-1.12579583401,-5.58970683132,2.15139832421,-3.91763635154,-7.40132238468,-5.10661199186,-6.66547828081,-11.7700000251,1.11112798272,15.5716795772
"p",-8.29177789467,-45.126737036,-15.2234028306,-19.0623882788,-9.70741167173,-6.30124215893,4.45127728865,4.80605048375,6.01833876694,1.25257086153,0.318145557683,-8.59611081134,4.79345063842,5.264615562,-5.48188510791,-0.534540910789,-0.971015275883,-4.53588989057,1.53869288145,-4.84071929426
"p",-16.9129798095,-10.4362212055,-47.0125057421,-13.072578256,-5.64773798419,-18.3774269842,15.2947668055,-0.359187420993,-12.1470060217,-5.66694822914,10.626106332,-2.61045538594,1.01652247949,0.324337607709,-3.35675471071,-5.19960572689,4.12764466285,-4.28894678365,0.214602252572,6.17484488748
"p",127.718946006,93.263742704,-35.5744210649,-31.8496340262,-22.1742693729,0.74899117674,-2.72016922523,-3.03523001229,2.74620030608,-2.96435910948,4.31802212068,3.20811889955,-5.48807475815,-1.08130225619,2.03603592106,0.911932176795,0.630695377654,0.944181584451,2.96683219466,-1.21716425554
"h",79.6539810575,-0.538951769875,-44.8331974889,11.5973839867,64.1784099546,8.0707218825,-6.27362785018,-15.4026854235,-0.940830971388,8.95062301904,-8.48867854188,1.99438155866,5.61013212371,7.83503448271,7.81257793345,1.38856923752,4.53575250417,7.4775625174,1.49167869871,-7.9567608249
"h",-58.4578734053,38.792095574,49.1757443432,-44.2077584649,28.4978557071,-5.18196939013,8.50512957537,4.47790835636,1.02379660292,1.10218568419,-5.39429751894,-2.82808252446,-12.5312980365,8.55374881729,-1.95929231829,-15.156482359,9.84560760038,-0.675770816858,4.81853414411,5.62704033204
"p",64.6634373573,-30.8763511586,6.76816835894,3.2602534892,-7.02613826809,10.4103228911,-5.46667338906,6.17232145876,6.95312921932,-6.89069794949,-3.78521939608,-15.0699400494,-10.6898394847,-0.240546236213,-3.31964847468,-4.61877005347,8.30741242783,-4.1817741152,-12.4397325496,1.27638458706
"h",83.2194752157,14.7331876545,53.541948885,44.148524236,-14.31882119,-33.2106994102,-21.9382162088,3.83401160724,-1.66801035341,4.34104806703,0.101262071273,-13.2765646494,3.73737240601,11.7318810321,0.497324177506,-6.45714089365,-9.82562427476,7.83319816614,-7.71663570162,3.01433553438
"p",18.4763482234,-52.4994150128,11.7602268416,-19.4757221659,-6.45760889536,0.121554889221,-4.68932553741,-5.32058790797,-4.63434838842,9.14435777126,-4.00836989907,4.54103016388,5.79377647567,6.93489594978,-5.3921346323,-2.52076696053,-5.56237824134,2.71430754721,8.52011566313,-4.47438292834
"h",-37.9679746842,30.421786884,13.6155757239,59.7359993773,-5.73584774862,5.65726875163,8.76119796522,-3.59143412064,3.96228057295,19.5706009158,3.25007772411,-4.61459304853,-14.2191326447,5.53336255324,-2.27599042895,-1.80314121415,-9.25864358385,-3.16332589613,0.317738234276,9.87819761767
"h",18.0154397784,35.624694499,35.6820426896,41.4972908761,6.7152773112,13.8148866136,21.6550455703,5.48931438144,-26.444354799,-7.04747067522,-8.51939232415,3.92638078741,-10.4768014678,29.8558776371,-7.49680739466,27.9482007785,20.1631159224,7.74925004507,-0.486669113979,3.1049549912
"p",55.8094187334,-40.9820295453,12.2036410942,-0.717783399427,0.267305950962,2.10967943624,1.99748202547,1.0779056019,1.82687390659,2.13149134006,13.9928994819,3.29718893873,-12.3827595472,-5.61668153638,6.6137405604,7.32834207255,3.18841063668,6.43135853341,2.60188862361,1.36654395679
"p",27.036413989,-41.5934517733,-13.5249720755,-5.10705159338,-11.031325694,7.42163260609,-1.09350276011,1.92896715293,-13.4029429164,-4.88331936983,-2.13632091761,-6.04940424099,0.336681231002,1.02811000068,3.14778772216,-1.09912541425,-1.00304666886,3.73058046938,-5.31648660535,0.843121111682
"h",48.0186324816,-18.6078655509,-41.9579116748,-3.12152675294,62.706304931,0.787893340269,-3.55505132605,-17.9086776241,-21.1647378037,7.07072668981,-8.72986344977,-10.8773025549,13.5384724166,3.45251154723,10.7889027594,-2.69690284007,3.64071572963,9.98126027356,-0.0726163077031,1.91816215663
"p",23.2360167177,-36.1087603035,-13.943278342,-4.3377349676,-4.40455424786,6.5612014897,2.92663839321,4.98252115947,-3.69878301764,-9.85586584695,-4.61841647499,-13.0718235133,-6.2203144921,-2.73433927481,-9.01779026062,-2.98767169608,-0.202524589106,-3.96200099513,-5.46580853431,-3.61029334623
"p",126.797162067,99.7281020058,-38.2413783592,-25.4663044225,-19.4810934879,-4.67365173658,-3.53694540899,-4.20181741107,-2.52578146677,2.71309942633,0.936641586753,3.9070539822,-4.90634452405,-0.311483738169,3.66600671363,0.271065780158,1.05720692671,1.09226867783,0.268925042528,-1.88969610457
"h",-65.567718865,3.5005601496,-5.577540049,51.5901470996,-23.7406541032,11.6166200141,0.1597485565,-3.98639121546,6.90644876665,6.50851490029,-10.7986785889,6.48834958351,-3.83416204426,-12.430307252,-0.287588179709,-3.97424437987,-4.23005079747,6.57692278553,0.335133176015,4.29047765956
"p",34.1910743141,-48.9637305312,17.5773190994,-20.7143755648,-4.88281438076,16.6328594751,-5.17223908147,-2.19303917767,-1.37955275399,15.5515380186,-0.192910241034,5.80141082379,6.00634858256,8.8379170431,-4.34958102097,1.17479106058,-5.95679932102,1.09550840446,4.69194947714,-8.04292106224
"p",79.1913092674,75.5380457587,-45.3422142448,-43.9485809868,-27.0757316002,3.83935236873,1.32356050784,1.61889134998,0.746274087957,13.5004313571,4.67849041063,4.16578138398,2.41726405876,1.91607831719,-3.16904893336,3.15479972301,-2.86050643877,-1.7044591398,1.21207306471,-0.770472278613
"h",-32.7785140795,23.200398961,-3.02593516393,65.7662791168,-9.7402541735,-1.41672351917,-5.76232034064,6.20493951497,-5.55873077977,13.9106848817,7.07774823039,4.24423823948,6.42607133366,-8.53371064864,-20.5462263071,0.27712068471,9.21713535941,3.02078596407,-3.1786723597,-5.24553175374
"h",13.2849147088,20.5305135629,21.3592067141,30.4268104766,-2.2030563679,16.9830985617,-2.15067638992,20.6742251412,13.171320611,0.238576088622,-11.6472285265,11.693394686,3.63999125602,-2.23227494232,3.71951056341,-0.0295606523212,-12.0061306915,0.781598563012,-1.05602998191,-7.3216716738
"p",85.766794365,-26.1037116273,14.6506169786,-0.854644161698,-12.3527128775,13.8770333495,-3.12417803117,6.09689429488,7.42877588732,-10.7408849343,-2.52989797857,-12.5109738935,-6.77634211441,-0.61674790149,0.156056355632,-2.82337114303,6.3479267345,-3.86450195545,-18.174864339,-2.75727149118
