"1",-15.8084577371,96.2295560722,-14.8729884928,9.50088921698,-1.4110715159,-0.510292177943,9.69521980855,-0.439433476061,1.85893576544,-8.64287401078,-5.38371904104,6.15716555193,-6.29423027761,2.79779633284,-0.664523874597,0.860377796927,0.0750786468387,-0.615190782811,3.83573110289,-1.01576189375
"1",0.346642915779,35.7698945628,-6.04511703036,-2.40219709965,-26.3629881546,-6.17169199294,-11.7450052473,-8.03181686647,-5.91308269745,10.6688315484,9.05779801914,-7.07458131894,8.43515693724,13.7076752902,-0.868582993186,4.3297326207,-7.2431882002,-5.3465913558,-3.17209786429,4.8946444604
"1",1.63013955049,64.3140335718,18.2277363436,-6.38762890679,1.04970435606,1.38035144967,-10.5615747112,9.4851418922,-1.20021830214,15.4176734712,-5.78704466909,-7.46279344273,-3.28167972811,-3.92421585798,11.8225547288,-3.81611530863,6.06115686272,-2.3439249629,-4.24245307205,9.98335867818
"3",-33.6046950622,-10.416326793,-4.12992003216,-11.299647221,30.1172453378,-1.95221773032,3.84963475655,5.66567914161,-0.651030893031,2.48227841933,-8.19890992295,-0.211605457885,-6.88953372983,5.10396712587,-8.08585914382,-4.49985713869,6.37878826285,11.1798454576,-4.27873326421,1.17815955115
"2",-37.4637263946,-31.3883471041,18.9602055285,18.489269113,-0.641657219849,-7.36280302577,-8.0167339788,-6.5152601931,7.28217953886,4.10080292584,6.8335371496,8.45167422203,-10.438660435,-6.79390443317,-2.71578773826,-1.80938410864,-0.743812408063,7.68698510977,-2.54983060832,-0.196840719447
"3",19.9291214898,-9.2007773091,-26.6579575327,21.1508689296,-6.91567211294,15.8394286913,0.880650470736,18.3479839532,-13.0459091893,-5.40815605726,-6.52959169838,4.55076579017,1.20242035767,0.0483931905282,-5.61334717883,8.1926175893,0.357761899814,3.70823491965,-5.18934589294,4.88044780861
"1",28.2745545339,51.2777627767,-14.9963846639,7.37412945906,-0.94514432328,-3.62538395145,-0.780643230425,0.262311891668,3.22374356776,-6.7034577375,-3.76052072775,2.99255579116,-3.21414013304,2.34793419266,3.91832609105,1.83556118238,2.51569400931,-2.51623164792,-3.07684982915,-0.266295003403
"4",-36.4498449542,-35.3292395908,6.28604641633,12.129742871,-6.17599775783,-11.8200858296,3.06575500403,-6.79260010779,2.54611554563,5.83810082841,0.732801469698,7.7056514212,2.82168531638,4.69914043301,3.332418319,-2.31345971398,3.38118766039,-0.454567668284,2.59759496246,3.712832899
"1",30.5041913542,64.5962406904,-12.0695802201,-15.0622963735,-10.0142215265,-8.8612305801,13.4200774583,-12.1762324206,-6.52286117384,-5.10875775612,-0.526225934094,1.08674544234,-3.63463675758,-2.18883468007,-7.2728737545,-1.55147600157,1.65331097838,4.3666772513,9.76431894194,2.31324251292
"2/4",-37.5371951848,-6.82868513318,-23.6704225298,-23.6751263782,-4.90614463531,12.4370906807,0.8959204277,-0.305851553635,0.577387393543,5.54911907361,-4.96648463635,9.44538428208,11.5804901004,-1.89260735071,7.55586327234,-0.159178752737,-0.860138809564,5.86078683123,-6.97441287713,1.28050424625
"4",-0.787115951035,-33.9523121206,-13.6891845707,-1.79008201827,-14.8838091123,-1.98265711751,-5.13377964213,6.97513208331,5.93534843858,0.389815509089,-6.96936041447,6.271115653,2.58716286145,1.89529446134,2.07258566121,-0.882721730889,-2.33007811081,1.64436853093,-5.49896214583,-1.13552355291
"2",14.8558301344,-24.387240594,-32.7320666483,-18.7209161231,-5.81101237925,-3.83767500265,10.5970631571,4.4992069976,-1.11095841043,5.71340262103,0.616927959098,-0.259576297565,-4.82904216095,1.00862466674,7.61617466829,-0.454476565295,3.6641868863,3.59908376933,3.58310434252,-2.74053833112
"4",-76.7953675062,-10.540732194,50.9737163474,-5.88838187646,-10.3869779034,5.60160777619,-5.00176999226,9.70409523741,-16.2291062695,-17.493940896,0.889398044311,-6.64719681001,-0.970659727432,-3.84919635145,0.310135401221,5.90912792422,-6.15087954301,-5.655201185,7.02854655255,2.68118185795
