"K+",1.09946126678,-0.0137108586093,1.65491369578,0.967833567802,-0.0744415944399,0.981912774618,-0.954980791874,0.875709331688,-0.283371683231
"K+",0.710571339306,-1.13912819104,0.675856090817,1.03621934889,-0.128025561439,2.26470221584,0.279076903754,-0.469058020201,-0.490270931701
"W",-2.75910625671,0.0125544134243,-1.45321267554,-0.0631967827121,-1.21659949988,1.62088845094,-2.00025853941,0.181432629887,0.769908514468
"K+",1.05621641209,1.64641796902,-0.0376119830111,-0.172737170727,-0.375627694727,1.3810347099,0.512536492899,-0.00601763258503,0.432297143323
"K+",-0.040754085284,1.07240708561,0.34030922105,0.576833013679,0.636245917805,-1.63411838589,0.0718880114061,1.21936299608,-0.280828242789
"K+",0.777116342686,-0.0317333969592,-1.48157976112,0.660387021859,0.110879895483,0.765143181637,0.596286232731,0.528425960626,0.0701972020352
"W+",-3.22677034984,-2.71928064723,0.293077378158,-0.607321468612,-0.231632753636,-0.860118751343,-1.10538243445,0.729262117139,-0.597542818139
"H",-2.20091183029,2.76940238669,-2.65614417718,0.391396070288,-1.04041534626,-0.162865518132,0.905029570679,-0.300152040421,1.5777448157
"W+",-2.80282576518,-1.58348640647,2.561473608,0.270695926476,-1.07706883414,-1.70465723925,-0.854388985973,-0.276420483316,-0.0238180092686
"K",1.13017543836,1.3270358453,-0.625948801027,-0.158496160772,1.98852437403,-3.20536539264,2.49843887494,-0.957414480732,-1.56188359654
"K+",1.76352932715,-2.10047893333,-0.620896761568,2.34023148253,-0.805957158405,1.07053496304,0.248354733495,0.174576841967,0.360353138416
"K+",1.61071393607,1.77119115753,0.0324159895074,-0.912286592449,0.623128451072,-1.25258369778,-0.302480040483,-1.25267999669,0.891435336337
"K+",0.459539787312,0.145685186015,-0.373565496118,-1.33582327322,-0.18827721441,-0.993149164461,1.42669332507,-1.39377273002,-0.0121840168332
"W",-1.91426480739,1.75400002989,1.35850435263,1.74382668202,0.647879822206,1.17320805411,-1.01716107844,1.056386263,-1.06780629208
"K+",0.693057832254,-1.02800479415,-0.798036614116,-0.413039430872,0.612975125274,1.10820904949,0.473222322633,-0.841676764244,-1.89453012081
"W+",-3.00761686086,-3.32485883985,1.7103012473,-1.12370698296,0.548022645691,0.753716346624,1.08574247615,0.935491860634,2.55178166416
"K+",2.64664372097,-1.47920167459,-0.202368246045,0.858827292162,1.02363961274,-1.87289833935,-1.05686975027,0.0462131354426,-0.414866368386
"K+",-0.0367008608876,-0.731835492497,-0.431573681188,-0.805742410066,1.08654490226,0.560658006252,-0.139930639342,-0.349833477992,1.09402535495
"K",-0.46821614067,0.536520664485,-0.271027562063,-1.73429383727,-0.35529553311,-0.00201907240462,0.360147098073,-0.48299187382,-1.58564567667
"K+",1.68581794668,0.300601543962,-1.18023755861,1.11978516697,-0.878153436985,1.48526932516,-0.983313100358,-1.23556794727,1.37108944155
"W+",-3.0721449173,-4.30843268007,0.244707943212,0.167053439217,0.478712349368,-1.48136742365,-0.817276248576,-0.373896594893,0.0436973416907
"H",-1.95008566248,0.298419592145,-5.80441776577,0.367512590539,0.225596573385,-0.959305929991,0.0433113153968,-0.323957457255,-0.392873871954
"W",-3.00279713528,0.597334528536,1.65409568666,0.00758194098823,-0.229449574045,0.412988580932,-1.54101499725,0.843387682344,0.445106411827
"K+",2.16827266033,-0.0520954651156,-0.902250868675,0.431750038874,-1.92296840183,0.721402572365,-0.629664848525,1.28203634158,-0.593253282382
"K+",1.44966155828,0.0314777612573,-2.32437048768,-1.11361604164,-2.28008382771,0.575668455393,-0.0146220916387,0.871634682698,-0.698715282879
"W",-2.91195962384,0.24775871078,2.15309879342,-0.51628590211,-0.210376813288,-0.375565261284,0.215441892514,0.0335929516693,-0.754433389383
"H?",-0.436978255522,1.86425613225,-4.63767796605,0.140681713078,12.2420228166,-2.99909463933,-4.71011424878,-1.55345679984,-0.125491793463
"K+",0.267467247113,-1.46608618383,-0.906484163796,1.21229351027,-2.61431107572,1.686646761,0.073893455724,0.303817959807,-2.56427954864
"K+",1.2118542421,0.690323445889,0.724999137706,-0.0716775757836,0.513911293137,-0.531219324566,-1.25138385324,0.303423182088,-0.644346592288
"K+?",1.64275638518,0.316083226372,-3.71792390088,-6.30145639691,0.499859899373,2.16635580353,-1.29145167512,-1.04127874861,1.4885224356
"K+",1.82073431224,-0.214360499987,-0.937124568464,-0.975329719056,-0.720018553354,-0.100627487213,-0.424493872711,1.90983102125,-0.523267172623
"K+",1.5917768574,-0.300747423482,0.242872561165,0.174599635992,-0.654717861442,1.48573149869,0.564783207923,0.548643739037,-0.518212824834
"K+?",2.0779075874,0.425135201763,-1.257308324,-1.25895544999,-1.64979663878,-0.223682763319,-1.09042528995,-0.711966685982,-0.695826263844
"K",0.771728170668,0.563960855579,0.834751399211,-0.342852239137,0.46940951018,-0.389382492708,2.69979593956,0.552826368626,-0.0311014215928
"H",-1.01243432943,1.04814873494,-2.11569733094,0.603245842699,0.117301543579,1.73132390376,0.421844772825,-1.84383056,-0.204989868012
"W",-2.78203784848,-0.289988778163,0.557938578999,0.308267048886,-0.257799165242,-0.165221343767,-0.0736439887738,-0.0142181114894,0.490320231434
